anchor_scale,answer_index,classes,indices,other_prompt,prompt
0.1,1,"[' 100', ' 99.1']",False,"Random number: 99.1.
Q: How many centimeters are in a meter?
1:  99.1
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.1
2:  100

A:"
0.1,1,"[' 100', ' 99.2']",False,"Random number: 99.2.
Q: How many centimeters are in a meter?
1:  99.2
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.2
2:  100

A:"
0.1,1,"[' 100', ' 99.3']",False,"Random number: 99.3.
Q: How many centimeters are in a meter?
1:  99.3
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.3
2:  100

A:"
0.1,1,"[' 100', ' 99.4']",False,"Random number: 99.4.
Q: How many centimeters are in a meter?
1:  99.4
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.4
2:  100

A:"
0.1,1,"[' 100', ' 99.5']",False,"Random number: 99.5.
Q: How many centimeters are in a meter?
1:  99.5
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.5
2:  100

A:"
0.1,1,"[' 100', ' 99.6']",False,"Random number: 99.6.
Q: How many centimeters are in a meter?
1:  99.6
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.6
2:  100

A:"
0.1,1,"[' 100', ' 99.7']",False,"Random number: 99.7.
Q: How many centimeters are in a meter?
1:  99.7
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.7
2:  100

A:"
0.1,1,"[' 100', ' 99.8']",False,"Random number: 99.8.
Q: How many centimeters are in a meter?
1:  99.8
2:  100

A:","Q: How many centimeters are in a meter?
1:  99.8
2:  100

A:"
0.1,1,"[' 100', ' 100.2']",False,"Random number: 100.2.
Q: How many centimeters are in a meter?
1:  100.2
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.2
2:  100

A:"
0.1,1,"[' 100', ' 100.3']",False,"Random number: 100.3.
Q: How many centimeters are in a meter?
1:  100.3
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.3
2:  100

A:"
0.1,1,"[' 100', ' 100.4']",False,"Random number: 100.4.
Q: How many centimeters are in a meter?
1:  100.4
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.4
2:  100

A:"
0.1,1,"[' 100', ' 100.5']",False,"Random number: 100.5.
Q: How many centimeters are in a meter?
1:  100.5
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.5
2:  100

A:"
0.1,1,"[' 100', ' 100.6']",False,"Random number: 100.6.
Q: How many centimeters are in a meter?
1:  100.6
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.6
2:  100

A:"
0.1,1,"[' 100', ' 100.7']",False,"Random number: 100.7.
Q: How many centimeters are in a meter?
1:  100.7
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.7
2:  100

A:"
0.1,1,"[' 100', ' 100.8']",False,"Random number: 100.8.
Q: How many centimeters are in a meter?
1:  100.8
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.8
2:  100

A:"
0.1,1,"[' 100', ' 100.9']",False,"Random number: 100.9.
Q: How many centimeters are in a meter?
1:  100.9
2:  100

A:","Q: How many centimeters are in a meter?
1:  100.9
2:  100

A:"
0.1,1,"[' 100', ' 101.0']",False,"Random number: 101.0.
Q: How many centimeters are in a meter?
1:  101.0
2:  100

A:","Q: How many centimeters are in a meter?
1:  101.0
2:  100

A:"
0.1,1,"[' 100', ' 101.1']",False,"Random number: 101.1.
Q: How many centimeters are in a meter?
1:  101.1
2:  100

A:","Q: How many centimeters are in a meter?
1:  101.1
2:  100

A:"
